2025-02-12 12:31:10.014,BTCUSDT,95329.10060772879,95341.59760791386,0.013109323496608224,81523807.32109182,26525138.352516204
2025-02-12 12:31:11.014,BTCUSDT,95329.37176851278,95340.20974058761,0.011368974612727041,81587678.23178981,26660002.643549904
2025-02-12 12:31:12.014,BTCUSDT,95328.9774652235,95340.0457822793,0.011610653287272801,81536000.47509602,28299429.852629706
2025-02-12 12:31:13.014,BTCUSDT,95326.0082588345,95335.72589211889,0.010194104905777341,81107414.75212981,28530273.486906108
2025-02-12 12:31:14.014,BTCUSDT,95335.75361909774,95346.63519550771,0.011413951216504643,81791579.3787623,27796694.9789405
2025-02-12 12:31:15.014,BTCUSDT,95334.55231432972,95343.75807109037,0.009656264740511863,81738010.6074733,27818343.880052
2025-02-12 12:31:16.014,BTCUSDT,95335.44914260047,95343.18926223057,0.008118826417369251,81797037.981105,28112792.991729703
2025-02-12 12:31:17.014,BTCUSDT,95345.47442693092,95356.13821278106,0.01118436497824688,81926062.14747271,28188544.570903197
2025-02-12 12:31:18.014,BTCUSDT,95349.24938608207,95360.2748736051,0.01156326619666138,82140949.5041411,28350300.816166203
2025-02-12 12:31:19.014,BTCUSDT,95349.31607833675,95359.01004453792,0.01016679154070442,82309217.69429569,28446101.188771103
2025-02-12 12:31:20.014,BTCUSDT,95348.51258374563,95357.39049117404,0.009311007783800184,81980222.465529,28692937.229888305
2025-02-12 12:31:21.014,BTCUSDT,95343.98985338781,95354.65931452197,0.011190491556477144,81447291.6009154,28993150.712273303
2025-02-12 12:31:22.014,BTCUSDT,95341.33325486378,95353.77774534124,0.013052566030507492,81481412.6029342,29883271.3807065
2025-02-12 12:31:23.014,BTCUSDT,95344.31582512037,95353.49393284043,0.009626276763988735,81707341.33363889,29734378.782938205
2025-02-12 12:31:24.014,BTCUSDT,95342.67122925993,95353.40999174592,0.011263332931144903,82556260.045915,29830876.423477005
2025-02-12 12:31:25.014,BTCUSDT,95337.95788102134,95352.91887076675,0.015692584651411746,83007474.63069189,30460860.077113103
2025-02-12 12:31:26.014,BTCUSDT,95340.80777809303,95352.97001403205,0.012756589987494594,83004644.50952038,30387742.121453304
2025-02-12 12:31:27.014,BTCUSDT,95344.28647739242,95353.72514249221,0.00989956026576307,83252094.62713598,30028875.382997807
2025-02-12 12:31:28.014,BTCUSDT,95342.85209693594,95353.37694988829,0.011038953336167941,83028036.17426898,30092693.384814404
2025-02-12 12:31:29.014,BTCUSDT,95346.18411596122,95353.69673710898,0.007879309714822856,83140995.22097108,29598546.84631751
2025-02-12 12:31:30.014,BTCUSDT,95348.08476358687,95356.93717635734,0.009284311050843335,83369212.33394378,29410090.324730005
2025-02-12 12:31:31.014,BTCUSDT,95348.80877026172,95357.93018012226,0.009566359536299035,83461961.02062008,29010872.810966503
2025-02-12 12:31:32.014,BTCUSDT,95346.94106699024,95354.85326531196,0.008298324239012682,83180911.662728,29297584.74149561
2025-02-12 12:31:33.014,BTCUSDT,95347.62222631338,95355.08367218317,0.007825518555754255,83237286.89669819,29388479.56125811
2025-02-12 12:31:34.014,BTCUSDT,95346.30527614406,95354.34969185395,0.008437050273300396,83070909.7377646,29495869.27379681
2025-02-12 12:31:35.014,BTCUSDT,95348.05569098958,95356.08492172773,0.00842096955198297,83205469.30469,29243811.762408607
2025-02-12 12:31:36.014,BTCUSDT,95348.57937106556,95356.9274365084,0.008755311823109868,83336113.0906037,29117622.4708039
2025-02-12 12:31:37.014,BTCUSDT,95358.16716943466,95374.30692063837,0.016925399976522124,92669031.5641436,28671581.980871603
2025-02-12 12:31:38.014,BTCUSDT,95363.69630130168,95377.0756884979,0.014029853828184235,92591493.0019995,28808750.694659304
2025-02-12 12:31:39.014,BTCUSDT,95366.626178775,95376.3970677209,0.010245606180495592,92576236.95254108,28881556.0119693
2025-02-12 12:31:40.014,BTCUSDT,95364.10917960084,95373.59590792675,0.009947902211346275,91635448.4164207,29204013.6577244
2025-02-12 12:31:41.014,BTCUSDT,95364.85285431129,95372.86612643384,0.008402752044083365,91776410.91492209,29194280.896686602
2025-02-12 12:31:42.014,BTCUSDT,95363.33591995425,95372.87235054116,0.010000101710913183,91857880.41747668,29249152.773628205
2025-02-12 12:31:43.014,BTCUSDT,95363.48655007641,95372.41321155646,0.009360670213495247,91867088.26665649,29423659.624078106
2025-02-12 12:31:44.014,BTCUSDT,95362.67716581456,95372.41712063647,0.01021359205863665,92067190.9377701,29414600.9983544
2025-02-12 12:31:45.014,BTCUSDT,95363.67683719961,95371.70481372527,0.008418274957415282,92398667.2172103,29268937.482895702
2025-02-12 12:31:46.014,BTCUSDT,95362.99200591267,95372.73574043004,0.010217521821005184,92317465.6821456,66400130.1248114
2025-02-12 12:31:47.014,BTCUSDT,95362.12340619984,95373.42176451991,0.01184784683531369,92088884.17545769,66298818.9036311
2025-02-12 12:31:48.014,BTCUSDT,95365.07308372074,95374.40201731844,0.009782337805700177,92370741.92967139,66205625.2605259
2025-02-12 12:31:49.014,BTCUSDT,95364.35421111737,95374.16985528603,0.010292781039474053,92245184.8896625,66271095.533830196
2025-02-12 12:31:50.014,BTCUSDT,95364.34841774605,95373.8382746855,0.009951157950439373,92292089.27338931,66326070.550243
2025-02-12 12:31:51.014,BTCUSDT,95358.99946800686,95373.35324180582,0.01505235361007468,92800609.42707601,66421993.72069749
2025-02-12 12:31:52.014,BTCUSDT,95364.8976796714,95374.15467591079,0.009706922006547986,92981189.0603234,66239412.55979
